,VA,VB,Fre,Temp,temp_2m,shortwave_radiation,wind_speed_10m,pressure_msl,cloud_cover,Generacion_Solar
2026-05-04 21:00:00,127.17024691358026,127.19333333333331,59.99049382716049,19.43896103896104,7.4,0.0,8.0,696.7,100,0.0
2026-05-04 22:00:00,127.37410958904108,127.38342465753423,59.991369863013695,19.24935064935065,7.6,0.0,7.5,697.2,100,0.0
2026-05-04 23:00:00,127.61109589041097,127.64068493150684,59.990410958904114,19.355263157894736,7.4,0.0,6.9,697.0,100,0.0
2026-05-05 00:00:00,127.86111111111111,127.88305555555556,59.98930555555556,19.2679012345679,7.5,0.0,5.3,697.0,100,0.0
2026-05-05 01:00:00,128.21397260273974,128.24972602739726,59.986027397260266,19.125316455696204,7.8,0.0,4.0,696.9,100,0.0
2026-05-05 02:00:00,128.31815789473686,128.35026315789474,59.98263157894737,19.1,7.5,0.0,4.8,695.9,100,0.0
2026-05-05 03:00:00,128.39402439024389,128.43280487804878,59.99207317073172,19.09102564102564,7.4,0.0,5.1,695.3,100,0.0
2026-05-05 04:00:00,128.16849315068492,128.19356164383564,59.98041095890411,19.0,7.7,0.0,5.6,695.5,100,0.0
2026-05-05 05:00:00,126.57855263157894,126.64197368421053,59.99210526315789,18.943209876543207,8.0,0.0,6.0,695.9,100,0.0
2026-05-05 06:00:00,124.1323188405797,124.18028985507247,59.9955072463768,18.88205128205128,7.9,0.0,6.1,696.1,100,0.0
