time,temp_2m,shortwave_radiation,wind_speed_10m,pressure_msl,cloud_cover
2026-05-08 02:00:00,5.8,0.0,3.9,692.5,83
2026-05-08 03:00:00,5.5,0.0,3.9,691.7,66
2026-05-08 04:00:00,5.5,0.0,3.8,691.5,64
2026-05-08 05:00:00,5.3,0.0,3.7,691.7,92
2026-05-08 06:00:00,5.1,0.0,4.1,691.8,70
2026-05-08 07:00:00,7.2,73.0,6.1,694.5,25
2026-05-08 08:00:00,10.0,307.0,6.7,697.4,56
2026-05-08 09:00:00,11.8,473.0,8.1,698.9,100
2026-05-08 10:00:00,12.6,466.0,8.5,699.2,100
2026-05-08 11:00:00,13.2,470.0,10.3,699.0,100
2026-05-08 12:00:00,14.0,770.0,11.8,698.8,99
2026-05-08 13:00:00,13.3,878.0,11.2,698.0,100
2026-05-08 14:00:00,14.5,747.0,11.6,697.9,100
2026-05-08 15:00:00,14.1,648.0,11.3,696.9,100
2026-05-08 16:00:00,13.0,480.0,6.9,696.2,100
2026-05-08 17:00:00,12.1,237.0,6.8,695.8,100
2026-05-08 18:00:00,10.2,75.0,6.7,695.0,100
2026-05-08 19:00:00,9.7,1.0,0.2,694.7,100
2026-05-08 20:00:00,8.4,0.0,2.3,694.5,100
2026-05-08 21:00:00,7.3,0.0,4.4,694.0,100
2026-05-08 22:00:00,7.5,0.0,6.1,694.7,100
2026-05-08 23:00:00,7.3,0.0,7.9,694.8,100
2026-05-09 00:00:00,7.6,0.0,6.9,694.9,100
2026-05-09 01:00:00,8.6,0.0,2.5,695.2,100
2026-05-09 02:00:00,8.5,0.0,5.5,694.9,100
2026-05-09 03:00:00,8.0,0.0,5.9,694.4,100
2026-05-09 04:00:00,7.3,0.0,6.4,693.7,100
2026-05-09 05:00:00,6.9,0.0,6.5,693.5,100
2026-05-09 06:00:00,6.9,0.0,6.0,693.8,100
2026-05-09 07:00:00,8.4,30.0,5.8,695.7,100
2026-05-09 08:00:00,9.4,125.0,7.7,696.8,54
2026-05-09 09:00:00,11.3,367.0,11.5,698.4,17
2026-05-09 10:00:00,12.9,701.0,14.6,699.5,30
2026-05-09 11:00:00,14.0,854.0,14.2,699.8,85
2026-05-09 12:00:00,14.7,892.0,14.9,699.5,100
2026-05-09 13:00:00,14.1,731.0,13.8,698.3,100
2026-05-09 14:00:00,13.6,727.0,14.0,697.5,98
2026-05-09 15:00:00,14.0,674.0,12.2,697.0,61
2026-05-09 16:00:00,13.0,402.0,11.4,696.1,81
2026-05-09 17:00:00,11.3,207.0,9.7,695.3,47
2026-05-09 18:00:00,9.6,89.0,8.4,694.9,64
2026-05-09 19:00:00,8.3,1.0,6.4,694.4,54
2026-05-09 20:00:00,7.1,0.0,8.2,694.4,96
2026-05-09 21:00:00,6.6,0.0,8.6,694.6,100
2026-05-09 22:00:00,6.6,0.0,7.1,694.9,100
2026-05-09 23:00:00,6.8,0.0,6.8,695.4,100
2026-05-10 00:00:00,6.9,0.0,5.1,695.2,100
2026-05-10 01:00:00,7.4,0.0,2.2,694.8,100
2026-05-10 02:00:00,7.1,0.0,6.6,694.1,100
2026-05-10 03:00:00,7.1,0.0,6.6,693.7,99
2026-05-10 04:00:00,7.0,0.0,7.1,693.6,100
2026-05-10 05:00:00,7.5,0.0,7.1,693.8,100
2026-05-10 06:00:00,7.5,0.0,6.8,694.3,100
2026-05-10 07:00:00,8.0,19.0,5.0,695.5,100
2026-05-10 08:00:00,8.6,74.0,7.3,696.4,100
2026-05-10 09:00:00,9.6,127.0,7.9,697.5,100
2026-05-10 10:00:00,10.7,309.0,7.8,698.1,100
2026-05-10 11:00:00,11.1,439.0,10.2,698.0,97
2026-05-10 12:00:00,11.4,541.0,10.5,697.9,99
2026-05-10 13:00:00,10.2,771.0,7.1,697.0,100
2026-05-10 14:00:00,11.4,387.0,9.3,697.0,98
2026-05-10 15:00:00,11.5,395.0,9.9,696.4,99
2026-05-10 16:00:00,11.1,343.0,9.4,696.2,100
2026-05-10 17:00:00,10.8,227.0,8.8,696.3,100
2026-05-10 18:00:00,9.3,73.0,7.4,696.0,100
2026-05-10 19:00:00,9.1,1.0,4.8,696.6,100
2026-05-10 20:00:00,9.0,0.0,4.3,697.1,100
2026-05-10 21:00:00,8.9,0.0,6.6,697.4,100
2026-05-10 22:00:00,8.6,0.0,5.6,697.4,100
2026-05-10 23:00:00,8.6,0.0,4.8,697.3,100
2026-05-11 00:00:00,8.5,0.0,5.6,696.9,100
2026-05-11 01:00:00,8.8,0.0,5.7,696.5,100
2026-05-11 02:00:00,8.4,0.0,7.3,695.6,100
2026-05-11 03:00:00,8.2,0.0,6.1,695.2,100
2026-05-11 04:00:00,8.0,0.0,6.4,695.0,100
2026-05-11 05:00:00,7.9,0.0,6.5,695.2,100
2026-05-11 06:00:00,7.8,0.0,5.5,695.5,100
2026-05-11 07:00:00,8.4,17.0,5.3,696.4,100
2026-05-11 08:00:00,9.0,81.0,9.2,697.4,100
2026-05-11 09:00:00,10.3,293.0,9.1,698.5,100
2026-05-11 10:00:00,10.6,338.0,9.2,698.6,100
2026-05-11 11:00:00,10.6,432.0,9.9,698.4,100
2026-05-11 12:00:00,10.3,278.0,6.0,697.6,100
2026-05-11 13:00:00,9.6,151.0,7.0,697.4,100
2026-05-11 14:00:00,10.1,261.0,9.3,696.8,100
2026-05-11 15:00:00,9.9,284.0,9.4,696.3,100
2026-05-11 16:00:00,10.4,321.0,8.1,696.6,98
2026-05-11 17:00:00,9.6,101.0,7.8,696.2,100
2026-05-11 18:00:00,8.6,26.0,6.9,696.3,100
2026-05-11 19:00:00,8.7,0.0,4.7,696.6,100
2026-05-11 20:00:00,8.2,0.0,7.4,696.7,100
2026-05-11 21:00:00,8.3,0.0,8.1,697.4,100
2026-05-11 22:00:00,8.0,0.0,6.9,697.3,100
2026-05-11 23:00:00,7.8,0.0,6.8,697.2,100
2026-05-12 00:00:00,7.8,0.0,6.0,696.8,100
2026-05-12 01:00:00,8.3,0.0,6.0,697.1,98
2026-05-12 02:00:00,7.6,0.0,6.1,696.1,100
2026-05-12 03:00:00,7.5,0.0,6.1,695.8,100
2026-05-12 04:00:00,7.4,0.0,6.4,695.7,100
2026-05-12 05:00:00,7.4,0.0,6.3,695.7,100
2026-05-12 06:00:00,7.3,0.0,6.2,695.9,100
2026-05-12 07:00:00,7.9,13.0,6.1,697.6,100
2026-05-12 08:00:00,8.2,104.0,7.3,698.1,100
2026-05-12 09:00:00,9.3,217.0,7.7,698.8,100
2026-05-12 10:00:00,9.4,257.0,8.4,698.9,100
2026-05-12 11:00:00,9.8,306.0,9.3,698.9,100
2026-05-12 12:00:00,10.1,411.0,10.3,698.6,100
2026-05-12 13:00:00,11.1,501.0,10.4,699.1,96
2026-05-12 14:00:00,11.3,571.0,12.4,698.5,97
2026-05-12 15:00:00,11.5,589.0,11.9,697.6,84
2026-05-12 16:00:00,11.3,476.0,10.6,697.0,77
2026-05-12 17:00:00,10.6,266.0,9.0,697.0,86
2026-05-12 18:00:00,9.1,90.0,9.5,696.5,91
2026-05-12 19:00:00,8.6,1.0,6.4,697.4,100
2026-05-12 20:00:00,8.2,0.0,7.0,697.9,100
2026-05-12 21:00:00,8.1,0.0,5.5,698.1,100
2026-05-12 22:00:00,8.1,0.0,7.0,698.3,100
2026-05-12 23:00:00,7.9,0.0,6.9,698.1,100
2026-05-13 00:00:00,7.7,0.0,6.8,697.6,99
2026-05-13 01:00:00,7.4,0.0,5.9,697.3,100
2026-05-13 02:00:00,6.8,0.0,6.2,696.3,100
2026-05-13 03:00:00,6.7,0.0,6.2,696.0,100
